Lage;Zeitpunkt der Messung;Wochentag;Fußgänger insgesamt;Temperatur in ºc;Wetterlage;Fußgänger insgesamt Richtung Neumarkt;Fußgänger insgesamt Richtung Neuer Wall;Erwachsene;Kinder;Erwachsene Richtung Neumarkt;Erwachsene Richtung Neuer Wall;Kinder Richtung Neumarkt;Kinder Richtung Neuer Wall
Steinstraße, Moers;2022-06-01 00:00:00 +0200;Wednesday;11;12;cloudy;7;4;11;0;7;4;0;0
Steinstraße, Moers;2022-06-01 01:00:00 +0200;Wednesday;11;11;cloudy;4;7;10;1;4;6;0;1
Steinstraße, Moers;2022-06-01 02:00:00 +0200;Wednesday;5;10;cloudy;1;4;5;0;1;4;0;0
Steinstraße, Moers;2022-06-01 03:00:00 +0200;Wednesday;29;9;partly-cloudy-night;14;15;26;3;14;12;0;3
Steinstraße, Moers;2022-06-01 04:00:00 +0200;Wednesday;4;8;partly-cloudy-night;1;3;4;0;1;3;0;0
Steinstraße, Moers;2022-06-01 05:00:00 +0200;Wednesday;8;8;partly-cloudy-night;4;4;8;0;4;4;0;0
Steinstraße, Moers;2022-06-01 06:00:00 +0200;Wednesday;62;8;partly-cloudy-day;42;20;58;4;40;18;2;2
Steinstraße, Moers;2022-06-01 07:00:00 +0200;Wednesday;161;9;partly-cloudy-day;91;70;151;10;85;66;6;4
Steinstraße, Moers;2022-06-01 08:00:00 +0200;Wednesday;332;11;partly-cloudy-day;177;155;314;18;167;147;10;8
Steinstraße, Moers;2022-06-01 09:00:00 +0200;Wednesday;735;13;partly-cloudy-day;400;335;692;43;377;315;23;20
Steinstraße, Moers;2022-06-01 10:00:00 +0200;Wednesday;1179;16;partly-cloudy-day;572;607;1105;74;537;568;35;39
Steinstraße, Moers;2022-06-01 11:00:00 +0200;Wednesday;1337;16;partly-cloudy-day;699;638;1290;47;679;611;20;27
Steinstraße, Moers;2022-06-01 12:00:00 +0200;Wednesday;1384;16;partly-cloudy-day;652;732;1331;53;622;709;30;23
Steinstraße, Moers;2022-06-01 13:00:00 +0200;Wednesday;1340;17;partly-cloudy-day;693;647;1290;50;663;627;30;20
Steinstraße, Moers;2022-06-01 14:00:00 +0200;Wednesday;1145;16;partly-cloudy-day;562;583;1108;37;545;563;17;20
Steinstraße, Moers;2022-06-01 15:00:00 +0200;Wednesday;1052;16;partly-cloudy-day;538;514;1011;41;512;499;26;15
Steinstraße, Moers;2022-06-01 16:00:00 +0200;Wednesday;1113;17;partly-cloudy-day;564;549;1069;44;538;531;26;18
Steinstraße, Moers;2022-06-01 17:00:00 +0200;Wednesday;1124;17;partly-cloudy-day;576;548;1081;43;555;526;21;22
Steinstraße, Moers;2022-06-01 18:00:00 +0200;Wednesday;789;18;partly-cloudy-day;378;411;761;28;368;393;10;18
Steinstraße, Moers;2022-06-01 19:00:00 +0200;Wednesday;315;18;partly-cloudy-day;157;158;302;13;149;153;8;5
Steinstraße, Moers;2022-06-01 20:00:00 +0200;Wednesday;131;18;partly-cloudy-day;58;73;128;3;58;70;0;3
Steinstraße, Moers;2022-06-01 21:00:00 +0200;Wednesday;174;18;partly-cloudy-day;75;99;172;2;74;98;1;1
Steinstraße, Moers;2022-06-01 22:00:00 +0200;Wednesday;69;14;partly-cloudy-night;26;43;68;1;26;42;0;1
Steinstraße, Moers;2022-06-01 23:00:00 +0200;Wednesday;20;12;clear-night;7;13;19;1;7;12;0;1
Steinstraße, Moers;2022-06-02 00:00:00 +0200;Thursday;19;11;clear-night;6;13;17;2;6;11;0;2
Steinstraße, Moers;2022-06-02 01:00:00 +0200;Thursday;9;10;clear-night;0;9;9;0;0;9;0;0
Steinstraße, Moers;2022-06-02 02:00:00 +0200;Thursday;4;9;clear-night;1;3;4;0;1;3;0;0
Steinstraße, Moers;2022-06-02 03:00:00 +0200;Thursday;2;8;clear-night;2;0;2;0;2;0;0;0
Steinstraße, Moers;2022-06-02 04:00:00 +0200;Thursday;12;7;clear-night;3;9;12;0;3;9;0;0
Steinstraße, Moers;2022-06-02 05:00:00 +0200;Thursday;10;7;clear-night;4;6;10;0;4;6;0;0
Steinstraße, Moers;2022-06-02 06:00:00 +0200;Thursday;41;7;clear-day;24;17;40;1;24;16;0;1
Steinstraße, Moers;2022-06-02 07:00:00 +0200;Thursday;182;8;clear-day;103;79;175;7;97;78;6;1
Steinstraße, Moers;2022-06-02 08:00:00 +0200;Thursday;340;10;clear-day;186;154;327;13;179;148;7;6
Steinstraße, Moers;2022-06-02 09:00:00 +0200;Thursday;734;12;partly-cloudy-day;362;372;715;19;354;361;8;11
Steinstraße, Moers;2022-06-02 10:00:00 +0200;Thursday;1178;14;partly-cloudy-day;589;589;1133;45;569;564;20;25
Steinstraße, Moers;2022-06-02 11:00:00 +0200;Thursday;1338;16;partly-cloudy-day;698;640;1274;64;661;613;37;27
Steinstraße, Moers;2022-06-02 12:00:00 +0200;Thursday;1464;17;partly-cloudy-day;708;756;1392;72;670;722;38;34
Steinstraße, Moers;2022-06-02 13:00:00 +0200;Thursday;1417;18;partly-cloudy-day;722;695;1355;62;679;676;43;19
Steinstraße, Moers;2022-06-02 14:00:00 +0200;Thursday;1340;18;partly-cloudy-day;665;675;1278;62;635;643;30;32
Steinstraße, Moers;2022-06-02 15:00:00 +0200;Thursday;1462;19;partly-cloudy-day;742;720;1393;69;703;690;39;30
Steinstraße, Moers;2022-06-02 16:00:00 +0200;Thursday;1532;20;partly-cloudy-day;758;774;1464;68;720;744;38;30
Steinstraße, Moers;2022-06-02 17:00:00 +0200;Thursday;1476;21;partly-cloudy-day;749;727;1419;57;718;701;31;26
Steinstraße, Moers;2022-06-02 18:00:00 +0200;Thursday;1015;21;partly-cloudy-day;541;474;957;58;506;451;35;23
Steinstraße, Moers;2022-06-02 19:00:00 +0200;Thursday;425;21;partly-cloudy-day;210;215;413;12;202;211;8;4
Steinstraße, Moers;2022-06-02 20:00:00 +0200;Thursday;228;19;partly-cloudy-day;112;116;223;5;111;112;1;4
Steinstraße, Moers;2022-06-02 21:00:00 +0200;Thursday;156;18;clear-day;58;98;154;2;58;96;0;2
Steinstraße, Moers;2022-06-02 22:00:00 +0200;Thursday;86;16;clear-night;42;44;86;0;42;44;0;0
Steinstraße, Moers;2022-06-02 23:00:00 +0200;Thursday;26;15;clear-night;11;15;26;0;11;15;0;0
Steinstraße, Moers;2022-06-03 00:00:00 +0200;Friday;21;14;clear-night;14;7;21;0;14;7;0;0
Steinstraße, Moers;2022-06-03 01:00:00 +0200;Friday;3;13;clear-night;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-03 02:00:00 +0200;Friday;5;13;clear-night;5;0;5;0;5;0;0;0
Steinstraße, Moers;2022-06-03 03:00:00 +0200;Friday;3;12;clear-night;2;1;3;0;2;1;0;0
Steinstraße, Moers;2022-06-03 04:00:00 +0200;Friday;8;11;clear-night;4;4;8;0;4;4;0;0
Steinstraße, Moers;2022-06-03 05:00:00 +0200;Friday;16;11;clear-night;13;3;16;0;13;3;0;0
Steinstraße, Moers;2022-06-03 06:00:00 +0200;Friday;56;11;clear-day;37;19;53;3;34;19;3;0
Steinstraße, Moers;2022-06-03 07:00:00 +0200;Friday;199;13;partly-cloudy-day;97;102;193;6;96;97;1;5
Steinstraße, Moers;2022-06-03 08:00:00 +0200;Friday;443;14;clear-day;246;197;410;33;232;178;14;19
Steinstraße, Moers;2022-06-03 09:00:00 +0200;Friday;948;16;partly-cloudy-day;480;468;913;35;465;448;15;20
Steinstraße, Moers;2022-06-03 10:00:00 +0200;Friday;1706;19;partly-cloudy-day;833;873;1639;67;800;839;33;34
Steinstraße, Moers;2022-06-03 11:00:00 +0200;Friday;1969;21;partly-cloudy-day;980;989;1890;79;935;955;45;34
Steinstraße, Moers;2022-06-03 12:00:00 +0200;Friday;1790;22;partly-cloudy-day;856;934;1731;59;821;910;35;24
Steinstraße, Moers;2022-06-03 13:00:00 +0200;Friday;1702;24;partly-cloudy-day;864;838;1623;79;828;795;36;43
Steinstraße, Moers;2022-06-03 14:00:00 +0200;Friday;1369;24;cloudy;671;698;1306;63;637;669;34;29
Steinstraße, Moers;2022-06-03 15:00:00 +0200;Friday;1287;25;cloudy;649;638;1237;50;623;614;26;24
Steinstraße, Moers;2022-06-03 16:00:00 +0200;Friday;1560;25;cloudy;766;794;1474;86;715;759;51;35
Steinstraße, Moers;2022-06-03 17:00:00 +0200;Friday;1424;26;cloudy;721;703;1339;85;665;674;56;29
Steinstraße, Moers;2022-06-03 18:00:00 +0200;Friday;1052;26;cloudy;566;486;1005;47;541;464;25;22
Steinstraße, Moers;2022-06-03 19:00:00 +0200;Friday;474;25;cloudy;225;249;465;9;220;245;5;4
Steinstraße, Moers;2022-06-03 20:00:00 +0200;Friday;282;24;cloudy;115;167;276;6;114;162;1;5
Steinstraße, Moers;2022-06-03 21:00:00 +0200;Friday;243;23;cloudy;113;130;234;9;108;126;5;4
Steinstraße, Moers;2022-06-03 22:00:00 +0200;Friday;163;21;cloudy;70;93;159;4;67;92;3;1
Steinstraße, Moers;2022-06-03 23:00:00 +0200;Friday;129;20;cloudy;59;70;125;4;57;68;2;2
Steinstraße, Moers;2022-06-04 00:00:00 +0200;Saturday;52;18;cloudy;19;33;51;1;19;32;0;1
Steinstraße, Moers;2022-06-04 01:00:00 +0200;Saturday;56;17;partly-cloudy-night;21;35;56;0;21;35;0;0
Steinstraße, Moers;2022-06-04 02:00:00 +0200;Saturday;16;16;partly-cloudy-night;7;9;16;0;7;9;0;0
Steinstraße, Moers;2022-06-04 03:00:00 +0200;Saturday;15;15;partly-cloudy-night;13;2;15;0;13;2;0;0
Steinstraße, Moers;2022-06-04 04:00:00 +0200;Saturday;3;14;partly-cloudy-night;1;2;3;0;1;2;0;0
Steinstraße, Moers;2022-06-04 05:00:00 +0200;Saturday;7;14;partly-cloudy-night;4;3;6;1;3;3;1;0
Steinstraße, Moers;2022-06-04 06:00:00 +0200;Saturday;14;14;partly-cloudy-day;12;2;14;0;12;2;0;0
Steinstraße, Moers;2022-06-04 07:00:00 +0200;Saturday;48;15;cloudy;34;14;47;1;34;13;0;1
Steinstraße, Moers;2022-06-04 08:00:00 +0200;Saturday;110;15;cloudy;66;44;107;3;63;44;3;0
Steinstraße, Moers;2022-06-04 09:00:00 +0200;Saturday;351;17;cloudy;175;176;338;13;169;169;6;7
Steinstraße, Moers;2022-06-04 10:00:00 +0200;Saturday;918;18;cloudy;439;479;886;32;425;461;14;18
Steinstraße, Moers;2022-06-04 11:00:00 +0200;Saturday;1682;19;cloudy;922;760;1605;77;869;736;53;24
Steinstraße, Moers;2022-06-04 12:00:00 +0200;Saturday;2094;20;cloudy;1079;1015;2014;80;1027;987;52;28
Steinstraße, Moers;2022-06-04 13:00:00 +0200;Saturday;2172;22;cloudy;1129;1043;2072;100;1076;996;53;47
Steinstraße, Moers;2022-06-04 14:00:00 +0200;Saturday;2215;24;partly-cloudy-day;1120;1095;2113;102;1066;1047;54;48
Steinstraße, Moers;2022-06-04 15:00:00 +0200;Saturday;2310;25;partly-cloudy-day;1137;1173;2228;82;1090;1138;47;35
Steinstraße, Moers;2022-06-04 16:00:00 +0200;Saturday;2227;25;partly-cloudy-day;1161;1066;2120;107;1092;1028;69;38
Steinstraße, Moers;2022-06-04 17:00:00 +0200;Saturday;1752;26;clear-day;925;827;1664;88;876;788;49;39
Steinstraße, Moers;2022-06-04 18:00:00 +0200;Saturday;893;26;clear-day;467;426;861;32;454;407;13;19
Steinstraße, Moers;2022-06-04 19:00:00 +0200;Saturday;472;25;clear-day;239;233;448;24;226;222;13;11
Steinstraße, Moers;2022-06-04 20:00:00 +0200;Saturday;382;24;clear-day;173;209;369;13;166;203;7;6
Steinstraße, Moers;2022-06-04 21:00:00 +0200;Saturday;271;23;partly-cloudy-day;135;136;265;6;131;134;4;2
Steinstraße, Moers;2022-06-04 22:00:00 +0200;Saturday;224;21;partly-cloudy-night;77;147;221;3;77;144;0;3
Steinstraße, Moers;2022-06-04 23:00:00 +0200;Saturday;122;20;partly-cloudy-night;41;81;118;4;40;78;1;3
Steinstraße, Moers;2022-06-05 00:00:00 +0200;Sunday;34;19;partly-cloudy-night;18;16;34;0;18;16;0;0
Steinstraße, Moers;2022-06-05 01:00:00 +0200;Sunday;28;18;partly-cloudy-night;6;22;27;1;6;21;0;1
Steinstraße, Moers;2022-06-05 02:00:00 +0200;Sunday;20;18;partly-cloudy-night;11;9;19;1;11;8;0;1
Steinstraße, Moers;2022-06-05 03:00:00 +0200;Sunday;15;17;cloudy;8;7;15;0;8;7;0;0
Steinstraße, Moers;2022-06-05 04:00:00 +0200;Sunday;4;16;cloudy;1;3;4;0;1;3;0;0
Steinstraße, Moers;2022-06-05 05:00:00 +0200;Sunday;6;16;cloudy;5;1;6;0;5;1;0;0
Steinstraße, Moers;2022-06-05 06:00:00 +0200;Sunday;12;16;cloudy;3;9;11;1;3;8;0;1
Steinstraße, Moers;2022-06-05 07:00:00 +0200;Sunday;18;18;cloudy;12;6;18;0;12;6;0;0
Steinstraße, Moers;2022-06-05 08:00:00 +0200;Sunday;34;19;cloudy;12;22;32;2;11;21;1;1
